city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details,price_per_sqm,rooms_per_sqm,bath_per_room,luxury_score,city_encoded,front_encoded,property_age_encoded
الدمام,   حي الندى ,شمال,455,5,7,5,3,1,1,0,1,0,0,1,0,0,0,1,1,0,1,80000,"الفيلا تتكون من الدور الارضي 
مجلس خارجي مع دوره مياه وحوش وكراج ومجلس ومقلط ومجلس حريم ومطبخ داخلي واخارجي راكب وصاله الدور الاول يتكون من ٤  غرف نوم وصاله كلها ماستر الغرف والملحق يتكون من غرفتين وصاله وشغاله",175.82417582417582,0.02197802197802198,0.5,0.7,1,5,10
الدمام,   حي ضاحية الملك فهد ,غرب,250,5,5,4,2,1,1,0,1,0,0,1,0,1,0,1,1,1,0,32000,"دبلكس إيجار في ضاحيه الملك فهد في الحي الثالث الخامس عمره ٥ سنوات ثلاثه أدوار نظيفه جدا وقريب جدا من كل الخدمات ومركز بنده...
للتواصل على الرقم 0559712056",128.0,0.028,0.5714285714285714,0.7,1,8,10
الدمام,   حي الشعلة ,جنوب,375,2,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,"فيلا دبلكس للإيجار ؛مساحة البيت ٣٧٥،،
دورين مع ملحق 
صاله طعام 
مجلس للرجال والنساء ( مكيف مركزي ) 
٢صاله ( مكيف مركزي) 
٥ غرف نوم ( غرفه الماستر مكيف مركزي، باقي الغرف سبلت)
٦ دورات مياه
مطبخ
ومخزن ،،،يوجد غرفه سائق مع دوره مياه",200.0,0.018666666666666668,0.7142857142857143,1.0,1,1,6
الدمام,   حي المنار ,شمال شرقي,360,3,6,5,4,1,1,0,1,0,1,1,0,1,0,1,1,0,0,67000,"دبلكس في حي المنار للايجار
شارع عبدالرحمن بن عوف 
بالقرب من اسواق المزرعة و النخيل مول الدمام",186.11111111111111,0.027777777777777776,0.5,0.7,1,6,7
الدمام,   حي المزروعية ,شمال,365,5,4,5,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,7500,فيلا للإيجار بحي الشاطئ الغربي للتواصل على رقم 0593822228,20.54794520547945,0.01643835616438356,0.8333333333333334,1.0,1,5,10
الدمام,   حي ضاحية الملك فهد ,شمال,250,0,7,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,35000,"للإيجار دبلكس بالحي ٦/١٠ قريب من بنده ثلاث ادوار وسطح
مطلوب دفعات كل ٦ شهور",140.0,0.04,0.5,0.7,1,5,0
الدمام,   حي الشعلة ,شمال,300,3,5,5,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,55000,"فله منفصل للايجار خلف هرفي

التفاصيل
الدور الأرضي مجلس رجال ومقلط ومجلس نساء وصاله ومطباخ
الدور الأول ٤غرف نوم ٢ ماستر روم
الدور الثاني غرفة شغاله وغرفة غسيل وسطح كبير
مكيفات راكبه ومطباخ راكب",183.33333333333334,0.023333333333333334,0.7142857142857143,0.7,1,5,7
الدمام,   حي جامعة الدمام ,شرق,250,5,5,5,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,55000,دوبلكس للايجار أمامي في حي الصفا بالراكه الشماليه قريب من جامعة الدمام ومعهد الدراسات الدور الأرضي يتكون من مجلس ومقلط وصاله ومطبخ ودورتين مياه مع حوش وكراج والدور الأول يتكون من أربعة غرف نوم وصاله منهم غرفتين ماستر والملحق غرفه نوم وغرفة خادمة وغرف...,220.0,0.028,0.7142857142857143,0.7,1,4,10
الدمام,   حي طيبة ,شمال,375,6,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,1,1,60000,"مشب خارجي مجلس رجال مقلط صاله مجلس حريم مطبخ 
الدور الاول 
4 غرف نوم 2 منها ماستر
الدور الثاني
غرفه خادمه مع دوره مياه + غرفه غسيل +غرفه
السعر ٦٠ الف حد غير قابل للتفاوض
يقبل دفعة او دفعتين
ال٦٠ هذه غير قابلة للتفاوض",160.0,0.018666666666666668,0.7142857142857143,0.7,1,5,11
الدمام,   حي الشعلة ,شمال,300,6,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,"دبلكس للايجار بحي الفاخرية  مساحة 300 متر  منفصل شمالي 
يتمون من دورين و ملحق 
مطبخ راكب
مكيفات اسلبت  

السعر 55 الف ريال",183.33333333333334,0.03,0.5555555555555556,0.7,1,5,11
الدمام,   حي الفيصلية ,شمال شرقي,190,0,3,4,2,1,1,0,1,0,1,0,1,1,0,1,0,0,0,65000,للإيجار فيلا  في كمباوند أكادونيا الدمام مع جميع المرافق مواصفات الفيلات والخدمات: -  الطابق الأرضي: - منطقة المعيشة وتناول الطعام + مطبخ وغرفة خادمه +مجلس +٢حمام ، الطابق الأول - 3 BDR  (غرفه ماستر  + ٢ غرفه نوم أخري ) +صاله +بلكونه  : - مكيفه بالكا...,342.10526315789474,0.02631578947368421,0.8,0.7,1,6,0
الدمام,   حي النورس ,غرب,125,5,3,5,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,35000,"دبلكس للايجار اربع ادوار 
قبو تحت مكون من صاله وغرفه
والدور الارضي صاله ومجلس وحمامين ومطبخ 
والدورالاول غرفتين وصاله وحمامين
والملحق غرفه شغاله مع 🛀 حمام",280.0,0.032,1.25,0.7,1,8,10
الدمام,   حي المنار ,شمال,350,0,7,5,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0,90000,"دبلكس جديد للايجار مساحه 350 متر مربع الواجهه حجر ورخام غرب الفيصليه خلف مول النخيل
‎الدور الارضي :
مجلس رجال
مقلط
مطبخ
صاله صغيره
صاله كبيره
غرفه نساء
دورتين مياه
مدخل سياره
حوش
مستودع خارجي
دوره مياه خارجيه
ديكورات جبسن بورد
مصعد مهيا للتركيب مكيفا...",257.14285714285717,0.025714285714285714,0.5555555555555556,1.0,1,5,0
الدمام,   حي ضاحية الملك فهد ,غرب,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1000,"دوبلكس ٣٠٠م  للبيع مليون ريال 
حي الضاحيه الحي التاسع المجاور السادس عشر
٠٥٦٦٨٨٧٧٦٣",3.3333333333333335,0.023333333333333334,0.7142857142857143,0.7,1,8,0
الدمام,   حي ضاحية الملك فهد ,شرق,250,3,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,35000,"للاجار دبلكس متصل في ضاحية الملك فهد الحي الثاني مجاور الثالث خلف مجمع اسواق الضاحيه 

الدور الارضي خدمات مجلس رجال مجلس نساء صاله مطبخ راكب وحمامين وحوش بكراج
الاول اربع غرف نوم غرفتين ماستر وغرفتين بحمام
ملحق غرفة خادمه وغرفة غسيل ومستودع 

ملاحظه ...",140.0,0.036,0.5555555555555556,0.7,1,4,7
الدمام,   حي الندى ,شمال,420,5,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,70000,"دبلكس مستخدم  مجدد  بالكامل    ومطبخ  راكب  مساحة 420  متر  تشطيب راقي  وتفصيل ممتاز قريب من خدمات 
مدارس  وحديقة  
توجد.ديوانية  والسعر  أن شاء الله قابل",166.66666666666666,0.016666666666666666,0.7142857142857143,0.7,1,5,10
الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,"للايجار فيلا دبلكس دورين وملحق في ضاحيه الملك فهد بالدمام الحي الثالث الرابع 
مساحه ٢٥٠ متر 
ثلاث أدوار 
الدبلكس مستخدم 
السعر الايجار ٣٦ الف في السنه 
طريقه الدفع ( كل سته شهور/ كل ثلاث شهور )",144.0,0.032,0.625,0.7,1,5,10
الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,فلة في حي الراكة الشمالية متصلة للايجار تتكون من  صاله ومجلس  ومطبخ ومقلط وحوش وغرفة سائق وحمامين بالدور الارضي الاول يوجد ٤ غرف نوم مع صاله  الدور الاخير فيه غرفة خادمة مع حمام + سطح البيت مكيف بالكامل ومجدد الصيانه,250.0,0.02666666666666667,0.625,1.0,1,8,2
الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,"للايجار فيلا شبه جديده  حي الشعله 
٤ غرف نوم  منهم ٢ ماستر 
مجلس ومقلط  ومطبخ 
حوش كراج 
غرفه سواق 
غرفه خادمه 
تكيف المجلس وغرفه الماستر مركزي 
باقي البيت تكيف اسبلت",233.33333333333334,0.02666666666666667,0.625,1.0,1,1,7
الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,"للاجار بيت في حي طيبه زاويه

مكون من 
الدور الاخير / غزفه + دورة مياه + غرفة غسيل 
الدور العلوي الاول/
٥ غرف نوم منهم واحدة ماستر + صالة
والدور الارضي مجلس ومقلط وصالة كبيره وغرفه جلوس نساء ومطبخين ومستودع 



❇️ في حالة عدم الرد او الهاتف مغلق 
يسعد...",122.22222222222223,0.02,0.5555555555555556,0.7,1,7,9
الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,‏فلا تشطيب ديلوكس خمس غرف نوم ومجلس ومقلط وصاله تين خمس دورات مياه غرفة غسيل غرفة عاملة منزلية مع دورة مياه مطبخين كراج سيارة حوش غرفة سواق الفلة بالكامل مكيفات  مركزيه جديده,175.0,0.0225,0.5555555555555556,1.0,1,4,10
الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,للايجار فيلا دبلكس بحي بدر 91 الف دورين وملحق الدور الارضي استقبال الدور الثاني ثلاث غرف نوم كلهم ماستر وصالة الملحق غرفة ماستر وغرفة غسيل وسطح خاااص,143.47826086956522,0.030434782608695653,0.7142857142857143,0.7,1,8,0
الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,"فيلا دبلكس متصل مساحتها 200 متر 
الفيلا جديدة لم تسكن سوى 4 اشهر تقريبا 
يوجد 3 مكيفات راكبة ويوجد مطبخ راكب بقيمة 28 الف

قيمة الايجار السنوي : 
60.000 ريال بدون الاثاث
70.000 ريال مع الاثاث
وقابل للتفاوض مع الصامل",300.0,0.045,0.5555555555555556,0.7,1,1,0
الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,"دبلوكسين بجوار بعض 
  للايجار في مدينه الدمام حي الفرسان موقع استراتيجي 
مساحه ٣٥٠ م
الايجار ٣٠ الف سنويا
للاستفسار اكثر يرجى عدم التردد بالاتصال
على الرقم التالي :
0501773550",85.71428571428571,0.017142857142857144,0.6666666666666666,1.0,1,8,10
الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"الفئه المستهدفه للتاجير:
موظفين شركات الكبرى
رجال الاعمال 


لتوضيح 140 الف دفعتين
135 الف دفعه واحده 
للجادين انا صاحب الفيلا 
واتس 0565569555",361.75710594315245,0.020671834625323,0.625,1.0,1,8,0
الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,جديدة,183.09859154929578,0.02535211267605634,0.5555555555555556,0.7,1,1,0
الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,فلا زاويه ع كيف كيفك بحي الحمراء مع التكيف ويوجد مصعد بالفلا والتفصيل الثانيه ع الوتساب,141.66666666666666,0.015,0.5555555555555556,1.0,1,4,14
الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,دبلكس بحي الحمراء خلف سنتر بوينت ‏أربع غرف نوم ومجلس وصالة كبيرة وصالة صغيرة أربع دورات مياه مدخلين موقف خاص داخل عمارة ويوجد شقق في نفس البناية تتكون من غرفتين نوم ومقلط ومجلس,152.0,0.024,0.5,0.7,1,5,11
الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,‏دور ارضي بحي الشاطئ الغربي يتكون من ثلاث غرف نوم ‏ومقلط ومجلس وغرفة شغالة واربع دورات مياه مطبخ خارجي وداخلي حوش كراج سيارة مكيفة بالكامل تكييف مركزي بدون أثاث,157.89473684210526,0.015789473684210527,0.6666666666666666,0.7,1,5,0
الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,"فيلا جديدة للايجار بحي المنار  موقع ممتاز
الواجهة حجر ورخام 
قريبة من الخدمات وقريبة من النخيل مول 
تتكون من
الدور الارضي 
مجلس رجال
مقلط
مطبخ


صالة كبيرة وصالة صغيرة


غرفة نساء
دورتين مياه
مدخل سيارة
حوش بمساحة 70متر
مستودع خارجي
دورة مياه خارجية
...",285.7142857142857,0.02857142857142857,0.5,1.0,1,5,0
الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,"للايجار فيلا دبلكس دورين وملحق في ضاحيه الملك فهد بالدمام الحي الثالث الرابع 
مساحه ٢٥٠ متر 
ثلاث أدوار 
الدبلكس مستخدم 
السعر الايجار ٣٦ الف في السنه 
طريقه الدفع ( كل سته شهور/ كل ثلاث شهور )",144.0,0.032,0.625,0.7,1,5,10
الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,فلة في حي الراكة الشمالية متصلة للايجار تتكون من  صاله ومجلس  ومطبخ ومقلط وحوش وغرفة سائق وحمامين بالدور الارضي الاول يوجد ٤ غرف نوم مع صاله  الدور الاخير فيه غرفة خادمة مع حمام + سطح البيت مكيف بالكامل ومجدد الصيانه,250.0,0.02666666666666667,0.625,1.0,1,8,2
الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,"للايجار فيلا شبه جديده  حي الشعله 
٤ غرف نوم  منهم ٢ ماستر 
مجلس ومقلط  ومطبخ 
حوش كراج 
غرفه سواق 
غرفه خادمه 
تكيف المجلس وغرفه الماستر مركزي 
باقي البيت تكيف اسبلت",233.33333333333334,0.02666666666666667,0.625,1.0,1,1,7
الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,"للاجار بيت في حي طيبه زاويه

مكون من 
الدور الاخير / غزفه + دورة مياه + غرفة غسيل 
الدور العلوي الاول/
٥ غرف نوم منهم واحدة ماستر + صالة
والدور الارضي مجلس ومقلط وصالة كبيره وغرفه جلوس نساء ومطبخين ومستودع 



❇️ في حالة عدم الرد او الهاتف مغلق 
يسعد...",122.22222222222223,0.02,0.5555555555555556,0.7,1,7,9
الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,‏فلا تشطيب ديلوكس خمس غرف نوم ومجلس ومقلط وصاله تين خمس دورات مياه غرفة غسيل غرفة عاملة منزلية مع دورة مياه مطبخين كراج سيارة حوش غرفة سواق الفلة بالكامل مكيفات  مركزيه جديده,175.0,0.0225,0.5555555555555556,1.0,1,4,10
الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,للايجار فيلا دبلكس بحي بدر 91 الف دورين وملحق الدور الارضي استقبال الدور الثاني ثلاث غرف نوم كلهم ماستر وصالة الملحق غرفة ماستر وغرفة غسيل وسطح خاااص,143.47826086956522,0.030434782608695653,0.7142857142857143,0.7,1,8,0
الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,"فيلا دبلكس متصل مساحتها 200 متر 
الفيلا جديدة لم تسكن سوى 4 اشهر تقريبا 
يوجد 3 مكيفات راكبة ويوجد مطبخ راكب بقيمة 28 الف

قيمة الايجار السنوي : 
60.000 ريال بدون الاثاث
70.000 ريال مع الاثاث
وقابل للتفاوض مع الصامل",300.0,0.045,0.5555555555555556,0.7,1,1,0
الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,"دبلوكسين بجوار بعض 
  للايجار في مدينه الدمام حي الفرسان موقع استراتيجي 
مساحه ٣٥٠ م
الايجار ٣٠ الف سنويا
للاستفسار اكثر يرجى عدم التردد بالاتصال
على الرقم التالي :
0501773550",85.71428571428571,0.017142857142857144,0.6666666666666666,1.0,1,8,10
الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"الفئه المستهدفه للتاجير:
موظفين شركات الكبرى
رجال الاعمال 


لتوضيح 140 الف دفعتين
135 الف دفعه واحده 
للجادين انا صاحب الفيلا 
واتس 0565569555",361.75710594315245,0.020671834625323,0.625,1.0,1,8,0
الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,جديدة,183.09859154929578,0.02535211267605634,0.5555555555555556,0.7,1,1,0
الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,فلا زاويه ع كيف كيفك بحي الحمراء مع التكيف ويوجد مصعد بالفلا والتفصيل الثانيه ع الوتساب,141.66666666666666,0.015,0.5555555555555556,1.0,1,4,14
الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,دبلكس بحي الحمراء خلف سنتر بوينت ‏أربع غرف نوم ومجلس وصالة كبيرة وصالة صغيرة أربع دورات مياه مدخلين موقف خاص داخل عمارة ويوجد شقق في نفس البناية تتكون من غرفتين نوم ومقلط ومجلس,152.0,0.024,0.5,0.7,1,5,11
الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,‏دور ارضي بحي الشاطئ الغربي يتكون من ثلاث غرف نوم ‏ومقلط ومجلس وغرفة شغالة واربع دورات مياه مطبخ خارجي وداخلي حوش كراج سيارة مكيفة بالكامل تكييف مركزي بدون أثاث,157.89473684210526,0.015789473684210527,0.6666666666666666,0.7,1,5,0
الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,"فيلا جديدة للايجار بحي المنار  موقع ممتاز
الواجهة حجر ورخام 
قريبة من الخدمات وقريبة من النخيل مول 
تتكون من
الدور الارضي 
مجلس رجال
مقلط
مطبخ


صالة كبيرة وصالة صغيرة


غرفة نساء
دورتين مياه
مدخل سيارة
حوش بمساحة 70متر
مستودع خارجي
دورة مياه خارجية
...",285.7142857142857,0.02857142857142857,0.5,1.0,1,5,0
الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,"للايجار فيلا دبلكس دورين وملحق في ضاحيه الملك فهد بالدمام الحي الثالث الرابع 
مساحه ٢٥٠ متر 
ثلاث أدوار 
الدبلكس مستخدم 
السعر الايجار ٣٦ الف في السنه 
طريقه الدفع ( كل سته شهور/ كل ثلاث شهور )",144.0,0.032,0.625,0.7,1,5,10
الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,فلة في حي الراكة الشمالية متصلة للايجار تتكون من  صاله ومجلس  ومطبخ ومقلط وحوش وغرفة سائق وحمامين بالدور الارضي الاول يوجد ٤ غرف نوم مع صاله  الدور الاخير فيه غرفة خادمة مع حمام + سطح البيت مكيف بالكامل ومجدد الصيانه,250.0,0.02666666666666667,0.625,1.0,1,8,2
الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,"للايجار فيلا شبه جديده  حي الشعله 
٤ غرف نوم  منهم ٢ ماستر 
مجلس ومقلط  ومطبخ 
حوش كراج 
غرفه سواق 
غرفه خادمه 
تكيف المجلس وغرفه الماستر مركزي 
باقي البيت تكيف اسبلت",233.33333333333334,0.02666666666666667,0.625,1.0,1,1,7
الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,"للاجار بيت في حي طيبه زاويه

مكون من 
الدور الاخير / غزفه + دورة مياه + غرفة غسيل 
الدور العلوي الاول/
٥ غرف نوم منهم واحدة ماستر + صالة
والدور الارضي مجلس ومقلط وصالة كبيره وغرفه جلوس نساء ومطبخين ومستودع 



❇️ في حالة عدم الرد او الهاتف مغلق 
يسعد...",122.22222222222223,0.02,0.5555555555555556,0.7,1,7,9
الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,‏فلا تشطيب ديلوكس خمس غرف نوم ومجلس ومقلط وصاله تين خمس دورات مياه غرفة غسيل غرفة عاملة منزلية مع دورة مياه مطبخين كراج سيارة حوش غرفة سواق الفلة بالكامل مكيفات  مركزيه جديده,175.0,0.0225,0.5555555555555556,1.0,1,4,10
الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,للايجار فيلا دبلكس بحي بدر 91 الف دورين وملحق الدور الارضي استقبال الدور الثاني ثلاث غرف نوم كلهم ماستر وصالة الملحق غرفة ماستر وغرفة غسيل وسطح خاااص,143.47826086956522,0.030434782608695653,0.7142857142857143,0.7,1,8,0
الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,"فيلا دبلكس متصل مساحتها 200 متر 
الفيلا جديدة لم تسكن سوى 4 اشهر تقريبا 
يوجد 3 مكيفات راكبة ويوجد مطبخ راكب بقيمة 28 الف

قيمة الايجار السنوي : 
60.000 ريال بدون الاثاث
70.000 ريال مع الاثاث
وقابل للتفاوض مع الصامل",300.0,0.045,0.5555555555555556,0.7,1,1,0
الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,"دبلوكسين بجوار بعض 
  للايجار في مدينه الدمام حي الفرسان موقع استراتيجي 
مساحه ٣٥٠ م
الايجار ٣٠ الف سنويا
للاستفسار اكثر يرجى عدم التردد بالاتصال
على الرقم التالي :
0501773550",85.71428571428571,0.017142857142857144,0.6666666666666666,1.0,1,8,10
الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"الفئه المستهدفه للتاجير:
موظفين شركات الكبرى
رجال الاعمال 


لتوضيح 140 الف دفعتين
135 الف دفعه واحده 
للجادين انا صاحب الفيلا 
واتس 0565569555",361.75710594315245,0.020671834625323,0.625,1.0,1,8,0
الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,جديدة,183.09859154929578,0.02535211267605634,0.5555555555555556,0.7,1,1,0
الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,فلا زاويه ع كيف كيفك بحي الحمراء مع التكيف ويوجد مصعد بالفلا والتفصيل الثانيه ع الوتساب,141.66666666666666,0.015,0.5555555555555556,1.0,1,4,14
الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,دبلكس بحي الحمراء خلف سنتر بوينت ‏أربع غرف نوم ومجلس وصالة كبيرة وصالة صغيرة أربع دورات مياه مدخلين موقف خاص داخل عمارة ويوجد شقق في نفس البناية تتكون من غرفتين نوم ومقلط ومجلس,152.0,0.024,0.5,0.7,1,5,11
الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,‏دور ارضي بحي الشاطئ الغربي يتكون من ثلاث غرف نوم ‏ومقلط ومجلس وغرفة شغالة واربع دورات مياه مطبخ خارجي وداخلي حوش كراج سيارة مكيفة بالكامل تكييف مركزي بدون أثاث,157.89473684210526,0.015789473684210527,0.6666666666666666,0.7,1,5,0
الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,"فيلا جديدة للايجار بحي المنار  موقع ممتاز
الواجهة حجر ورخام 
قريبة من الخدمات وقريبة من النخيل مول 
تتكون من
الدور الارضي 
مجلس رجال
مقلط
مطبخ


صالة كبيرة وصالة صغيرة


غرفة نساء
دورتين مياه
مدخل سيارة
حوش بمساحة 70متر
مستودع خارجي
دورة مياه خارجية
...",285.7142857142857,0.02857142857142857,0.5,1.0,1,5,0
الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,"للايجار فيلا دبلكس دورين وملحق في ضاحيه الملك فهد بالدمام الحي الثالث الرابع 
مساحه ٢٥٠ متر 
ثلاث أدوار 
الدبلكس مستخدم 
السعر الايجار ٣٦ الف في السنه 
طريقه الدفع ( كل سته شهور/ كل ثلاث شهور )",144.0,0.032,0.625,0.7,1,5,10
الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,فلة في حي الراكة الشمالية متصلة للايجار تتكون من  صاله ومجلس  ومطبخ ومقلط وحوش وغرفة سائق وحمامين بالدور الارضي الاول يوجد ٤ غرف نوم مع صاله  الدور الاخير فيه غرفة خادمة مع حمام + سطح البيت مكيف بالكامل ومجدد الصيانه,250.0,0.02666666666666667,0.625,1.0,1,8,2
الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,"للايجار فيلا شبه جديده  حي الشعله 
٤ غرف نوم  منهم ٢ ماستر 
مجلس ومقلط  ومطبخ 
حوش كراج 
غرفه سواق 
غرفه خادمه 
تكيف المجلس وغرفه الماستر مركزي 
باقي البيت تكيف اسبلت",233.33333333333334,0.02666666666666667,0.625,1.0,1,1,7
الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,"للاجار بيت في حي طيبه زاويه

مكون من 
الدور الاخير / غزفه + دورة مياه + غرفة غسيل 
الدور العلوي الاول/
٥ غرف نوم منهم واحدة ماستر + صالة
والدور الارضي مجلس ومقلط وصالة كبيره وغرفه جلوس نساء ومطبخين ومستودع 



❇️ في حالة عدم الرد او الهاتف مغلق 
يسعد...",122.22222222222223,0.02,0.5555555555555556,0.7,1,7,9
الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,‏فلا تشطيب ديلوكس خمس غرف نوم ومجلس ومقلط وصاله تين خمس دورات مياه غرفة غسيل غرفة عاملة منزلية مع دورة مياه مطبخين كراج سيارة حوش غرفة سواق الفلة بالكامل مكيفات  مركزيه جديده,175.0,0.0225,0.5555555555555556,1.0,1,4,10
الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,للايجار فيلا دبلكس بحي بدر 91 الف دورين وملحق الدور الارضي استقبال الدور الثاني ثلاث غرف نوم كلهم ماستر وصالة الملحق غرفة ماستر وغرفة غسيل وسطح خاااص,143.47826086956522,0.030434782608695653,0.7142857142857143,0.7,1,8,0
